onet_soc,title,R1,R2,R3
13-2061.00,Financial Examiners,-1.2459595522792364,0.8446439325253703,-0.6340481748663588
13-2071.00,Credit Counselors,-1.653311476240018,-0.3208251377272082,-0.011159070468179136
13-2072.00,Loan Officers,-1.2470208529742366,0.16384605923155493,-0.10414084542322612
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",-1.2073465550058866,0.054338255885685936,-0.035159591958929676
13-2082.00,Tax Preparers,-1.567950332236261,-0.49464894519617014,-0.8946567643069695
13-2099.01,Financial Quantitative Analysts,-1.5357703148847432,0.5027831019724363,-1.9132604869292154
13-2099.04,"Fraud Examiners, Investigators and Analysts",-0.8234835159366649,0.82035094431978,0.346836715588645
15-1211.00,Computer Systems Analysts,-0.7051779547705194,0.8661008316121108,-1.3976223223594786
15-1211.01,Health Informatics Specialists,-0.7569311266454659,1.3404438221792467,-0.2603589436501194
15-1212.00,Information Security Analysts,-0.7537694906657756,0.7137069582103142,-1.1632920563336149
15-1221.00,Computer and Information Research Scientists,-0.847920901645947,1.2859686881490806,-1.6938308333546088
15-1231.00,Computer Network Support Specialists,-0.40822794950950814,0.36914954967569996,-1.2121703509306079
15-1232.00,Computer User Support Specialists,-0.3942530058109605,0.45475397929417966,-0.6941329389363775
15-1241.00,Computer Network Architects,-0.357185552013513,1.225790304075909,-1.498477987122783
15-1241.01,Telecommunications Engineering Specialists,-0.0310343440828616,0.8758432836984057,-0.9812137669853924
15-1242.00,Database Administrators,-1.0260729882931796,0.5796744016627711,-1.6025268424151864
15-1243.00,Database Architects,-1.0961414589077283,0.8216098151540462,-1.8532669199234781
15-1243.01,Data Warehousing Specialists,-1.4686006390729764,0.309430847410843,-2.0964235876680917
15-1244.00,Network and Computer Systems Administrators,-0.3712744250463919,0.9036669219255992,-1.8483247145592725
15-1251.00,Computer Programmers,-1.187485898103309,0.5197989755688126,-2.084137190872497
15-1252.00,Software Developers,-1.2889942128541696,0.4168734676624716,-2.3306229902888917
15-1253.00,Software Quality Assurance Analysts and Testers,-1.0200986223844253,0.5164969298242319,-1.4915537428093586
15-1254.00,Web Developers,-1.1995383697654545,0.2820353812792164,-1.6187878031384428
15-1255.01,Video Game Designers,-1.2784666387424897,0.4704942111311205,-1.445258702794255
15-1299.01,Web Administrators,-1.0900961129716544,0.5214357015111275,-1.1877960145667907
15-1299.02,Geographic Information Systems Technologists and Technicians,-0.9811694279423171,0.307852572405216,-1.368398083439385
15-1299.03,Document Management Specialists,-1.0665679030907211,0.5119474487549001,-0.6353412873978904
15-1299.05,Information Security Engineers,-0.7805037536474546,0.805915618771564,-1.2769873243330954
15-1299.08,Computer Systems Engineers/Architects,-0.4846595938775753,1.071935644174587,-1.3436090587853815
15-1299.09,Information Technology Project Managers,-0.6188116408767731,1.535515495100662,0.15367616503177814
15-2011.00,Actuaries,-1.4588180582104677,0.8195801032668746,-1.6326024555720244
15-2021.00,Mathematicians,-1.6576968957629745,0.4718710939688952,-2.2330482126310134
15-2031.00,Operations Research Analysts,-1.3164193271682807,0.9635337566425871,-1.7393149669507681
15-2041.00,Statisticians,-1.4660103654119283,0.7453512588555599,-1.8129159632566574
15-2041.01,Biostatisticians,-1.477495679489459,0.6887167608473398,-1.4908156980602905
15-2051.01,Business Intelligence Analysts,-1.6969336801690338,0.3302808822737951,-1.5001377650056384
15-2051.02,Clinical Data Managers,-1.2758466879813042,0.6395035578858314,-0.9913888891716253
15-2099.01,Bioinformatics Technicians,-1.1104593328679457,0.6092183597251173,-1.917354443593988
17-1011.00,"Architects, Except Landscape and Naval",-0.23199469011948703,1.66464674273923,-0.5512470857792616
17-1012.00,Landscape Architects,-0.633346052124899,1.075672005647781,-0.5557851576770113
17-1021.00,Cartographers and Photogrammetrists,-0.6865139074801477,0.24273257853441751,-1.0270039751548252
17-1022.00,Surveyors,0.7004791771947383,1.0813121936487706,-0.2735803837017667
17-1022.01,Geodetic Surveyors,0.211523538591726,1.0808286437340657,-1.406581364048237
17-2011.00,Aerospace Engineers,-0.5007652407864036,1.4787454559239168,-1.7758817656267925
17-2021.00,Agricultural Engineers,0.4440814050149729,1.654147879590948,-1.2522973333180032
17-2031.00,Bioengineers and Biomedical Engineers,-0.23407718587892135,1.6306035246068753,-1.617932444531826
17-2041.00,Chemical Engineers,-0.1383303322683443,1.434716945182577,-1.9282961359116513
17-2051.00,Civil Engineers,-0.18979685476809793,1.5974506810778428,-1.126408515495329
17-2051.01,Transportation Engineers,-0.2481381818900112,1.7295849875219058,-0.9176171388925232
17-2051.02,Water/Wastewater Engineers,-0.3495036283434747,1.6377135636935918,-1.1783415814332991
17-2061.00,Computer Hardware Engineers,-0.6541381605322525,1.2145135322699099,-2.0126163385943596
17-2071.00,Electrical Engineers,-0.0657978142936352,1.5599991186268725,-1.2736354578514093
17-2072.00,"Electronics Engineers, Except Computer",-0.2999607857934031,1.2115386968830535,-2.3823435253852074
17-2072.01,Radio Frequency Identification Device Specialists,-0.41961925525032884,0.9568484588704613,-1.1065086021484785
17-2081.00,Environmental Engineers,-0.1990236654456857,1.4461730644117825,-0.6262999648577668
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.4144940384161744,1.1094826032373233,0.2011274954551068
17-2111.02,Fire-Prevention and Protection Engineers,-0.09633377954580244,1.77422228535179,-1.1231852092840446
17-2112.00,Industrial Engineers,-0.11756492518199495,1.0352044434381038,-1.0582692979247248
17-2112.01,Human Factors Engineers and Ergonomists,-0.4586739184703271,1.20990662505394,-0.6458961968698708
17-2112.02,Validation Engineers,-0.32094742365421375,1.1535752621052275,-1.0905279844248301
17-2112.03,Manufacturing Engineers,0.5523004682791023,1.692762003118012,-1.3447114163031908
17-2121.00,Marine Engineers and Naval Architects,0.8649112619493131,1.4870878192647854,-1.2066535444978739
17-2131.00,Materials Engineers,-0.0073583552988985175,1.443048849663207,-1.441456237213416
17-2141.00,Mechanical Engineers,-0.030258978172875636,1.5505273136317022,-1.7292291907590474
17-2141.01,Fuel Cell Engineers,-0.05930378455943966,1.30776863630587,-2.077200653044025
17-2141.02,Automotive Engineers,0.04804249813859914,1.6350949403400907,-1.4913455107174307
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",0.005933803112805165,1.8308402526754493,-1.264405825957289
17-2161.00,Nuclear Engineers,0.05513077985179445,1.9404324138522997,-1.6190014290892154
17-2171.00,Petroleum Engineers,-0.45945280636705443,1.5334558844712836,-1.137347112830829
17-2199.03,"Energy Engineers, Except Wind and Solar",-0.3286839822018113,1.4878197115924072,-0.9536806657337087
17-2199.05,Mechatronics Engineers,-0.20839847208516632,1.1074236271207947,-1.8432844527165468
17-2199.06,Microsystems Engineers,-0.08396973135410621,1.371515925298104,-1.810528210018294
17-2199.07,Photonics Engineers,-0.30048259864014903,1.1766940487127862,-2.307886317794424
17-2199.08,Robotics Engineers,0.7081339252873811,1.9846062220999532,-1.7337713274228028
17-2199.09,Nanosystems Engineers,0.05166826400022813,1.635615772296958,-1.6752588280083145
17-2199.10,Wind Energy Engineers,-0.6595737957404002,0.8513258747936062,-1.6495947641471413
17-2199.11,Solar Energy Systems Engineers,0.3842347727985873,1.07109858877873,-0.950634064054924
17-3011.00,Architectural and Civil Drafters,-0.568079958049681,0.3672970868990101,-1.4803336658226887
17-3012.00,Electrical and Electronics Drafters,-0.5791259434819559,0.3125692245920357,-1.4876037513365306
17-3013.00,Mechanical Drafters,-0.6757316615392917,0.16206076958943744,-2.0480375640723025
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0.6888385886004602,0.9854267484434617,-1.3429043181492337
17-3022.00,Civil Engineering Technologists and Technicians,-0.0787455035748447,0.7582844751652912,-1.0944738808528542
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,0.41193343610566274,0.6145743421209999,-1.1364605102845424
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,1.218612781945372,0.74251254783648,-1.3084736888758626
17-3024.01,Robotics Technicians,1.2494974999192772,1.2040984065234963,-1.705761681615273
17-3025.00,Environmental Engineering Technologists and Technicians,0.5362918877430278,0.5885342083584081,-0.8167511090204876
17-3026.00,Industrial Engineering Technologists and Technicians,0.34820577859264484,0.7487600616965221,-1.2065170463357346
17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.5949826738738928,1.2946315769396524,-1.3199179632492575
17-3027.00,Mechanical Engineering Technologists and Technicians,0.9585131491189203,1.0965272840373048,-1.0753997778166295
17-3027.01,Automotive Engineering Technicians,0.9652504682580291,0.7003036850833719,-1.0942381573315314
17-3029.01,Non-Destructive Testing Specialists,1.3883827111695104,1.0814286083054612,-0.3640415331732414
17-3029.08,Photonics Technicians,0.47524209700192704,0.2659001000436601,-1.5525986201000648
17-3031.00,Surveying and Mapping Technicians,-0.07948938408518362,-0.20163214758296624,-0.8863852814734074
19-1011.00,Animal Scientists,-0.09742279012918516,1.314412312529504,-0.22557217383338124
19-1012.00,Food Scientists and Technologists,0.15981138380069998,1.2582016162303007,-0.5691933944558908
19-1013.00,Soil and Plant Scientists,0.18915972804325965,1.3200779635361246,-0.5660648916377123
19-1021.00,Biochemists and Biophysicists,0.006110232662755742,1.8662418776517316,-1.407789453583256
19-1022.00,Microbiologists,0.07582317682591402,1.1273812564939714,-0.5893524314764428
19-1023.00,Zoologists and Wildlife Biologists,0.24753490629309932,1.1034095808334146,0.1881585320216367
19-1029.01,Bioinformatics Scientists,-0.8929249088817921,1.355791439048165,-1.3407364207928638
19-1029.02,Molecular and Cellular Biologists,-0.1953920432146668,1.5024450532925402,-0.959792923075535
19-1029.03,Geneticists,-0.73422463017548,1.2243858414105602,-0.9567393299252871
19-1029.04,Biologists,0.04301686494072417,1.415125335445686,-0.47883612315887036
19-1031.00,Conservation Scientists,0.2384478307073943,0.9079894369220743,-0.22284706333148505
19-1031.02,Range Managers,0.35178406568747894,0.9146341628681317,0.35873274083681644
19-1031.03,Park Naturalists,-0.009631796919001736,0.3181875851188852,1.1755630769236864
19-1032.00,Foresters,0.6257825107001366,1.2142891237309208,0.050142827655540935
19-1041.00,Epidemiologists,-1.1192857190385235,1.3138512087335747,-0.17224686038482612
19-1042.00,"Medical Scientists, Except Epidemiologists",-0.5358258832776787,1.1621181715549058,-0.995421374258808
19-2011.00,Astronomers,-1.0033878461396102,1.1592020174068902,-1.8205969970773146
19-2012.00,Physicists,-0.9127271568055847,1.580421649894418,-1.9593401770256216
19-2021.00,Atmospheric and Space Scientists,-1.0905958482851101,0.822471726550558,-1.1345000575560864
19-2031.00,Chemists,0.016241081543846785,1.0559523343450317,-1.3155905102016012
19-2032.00,Materials Scientists,-0.32973071563832,1.1399198268026438,-1.6796051374604177
19-2041.00,"Environmental Scientists and Specialists, Including Health",-0.39339786494321394,1.0943831935494992,-0.6028527365385081
19-2041.01,Climate Change Policy Analysts,-1.449399110717109,0.559974630235003,-0.8963154027844145
19-2041.02,Environmental Restoration Planners,-0.10345462551718529,1.2549817027818666,-0.3235894085517908
19-2041.03,Industrial Ecologists,-1.1050334241348354,0.758279209442272,-1.5112452669973946
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",-0.2137732344489573,1.0514437396238074,-0.7931503053744754
19-2043.00,Hydrologists,-0.1711981129246605,1.0985909574557422,-1.1271994726255443
19-2099.01,Remote Sensing Scientists and Technologists,-0.6823459348820735,1.3824339049136056,-1.6334341860043604
19-3011.00,Economists,-1.7597807421928462,0.49601571709212205,-1.127155387109634
19-3011.01,Environmental Economists,-1.839979373364382,0.34737688350824014,-1.7072910929943392
19-3022.00,Survey Researchers,-1.390321153754948,0.944336075187252,-0.6082503338188864
19-3032.00,Industrial-Organizational Psychologists,-1.3359768511081072,1.2939258062560537,0.22352954518181165
19-3033.00,Clinical and Counseling Psychologists,-1.400981393085051,0.35997439774043,1.136318134130383
19-3034.00,School Psychologists,-1.4121086862645074,0.1780950971542236,0.707786816454298
19-3039.02,Neuropsychologists,-1.0301665698786728,0.8996603791176696,0.5573579222541651
19-3039.03,Clinical Neuropsychologists,-1.0118335961516414,0.8128026702917298,0.9122659761301168
19-3041.00,Sociologists,-1.6597952517939567,0.33330597313165095,0.025414853411633614
19-3051.00,Urban and Regional Planners,-1.1672139907422432,0.8800555248914221,0.14658617607763094
19-3091.00,Anthropologists and Archeologists,-0.9342761710850561,0.6103941519144372,0.21997184412186147
19-3092.00,Geographers,-1.2550500581166786,0.4821855505877123,-0.7864583026113467
19-3093.00,Historians,-1.3833989826969497,-0.2139454456601831,-0.053770784062462884
19-3094.00,Political Scientists,-1.7588208314172682,0.2520012758918251,-0.18867718227743754
19-3099.01,Transportation Planners,-1.0231419164727764,1.1013214845425234,-0.5833590239179745
19-4012.00,Agricultural Technicians,0.8081213949143922,-0.1641404004029463,-0.5633366922531213
19-4012.01,Precision Agriculture Technicians,0.5421442023829448,0.7060894314977166,-0.5135140288349339
19-4013.00,Food Science Technicians,0.07209006137716922,-0.16203124591908494,-0.5862938774319731
19-4021.00,Biological Technicians,-0.20852356580571385,0.19608086355995757,-1.5351552593240043
19-4031.00,Chemical Technicians,0.5157006530932486,0.614774804266854,-1.1437973261830128
19-4042.00,"Environmental Science and Protection Technicians, Including Health",0.30508048836934,0.4879173880824059,-0.2511392805738987
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",0.1159447551636326,-0.048764803500391765,-1.2464817022270038
19-4051.00,Nuclear Technicians,1.3886436556993782,0.7184176203786816,-0.5129044708467224
19-4051.02,Nuclear Monitoring Technicians,0.8568527630209123,0.9235829819881596,-0.4866052783820447
19-4061.00,Social Science Research Assistants,-1.5652984137345134,-0.24895082258673237,-1.225440986572079
19-4071.00,Forest and Conservation Technicians,1.323174577335229,0.6588030924922749,0.6717884471796806
19-4092.00,Forensic Science Technicians,0.6822867507156724,0.6663715134698959,0.44722686315502164
19-4099.01,Quality Control Analysts,0.2420734759390097,-0.019309430211222868,-1.0747585434961482
19-4099.03,Remote Sensing Technicians,-0.5055273025160208,0.5942819864256024,-1.6757206359325805
19-5011.00,Occupational Health and Safety Specialists,0.5699363322344978,1.50274256586204,0.18181930719094597
19-5012.00,Occupational Health and Safety Technicians,0.659832257619039,1.0865800527334324,0.32265017765998905
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,-0.5508464987569516,0.5083146549267269,1.9623599212413287
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",-1.2335914502216239,0.2053442703683326,1.268242888288888
21-1013.00,Marriage and Family Therapists,-1.3952923183771186,0.07294700524393433,1.4724483682203244
21-1014.00,Mental Health Counselors,-1.31952579408762,0.3491498367574188,1.7210534583518458
21-1015.00,Rehabilitation Counselors,-0.9785097763323758,0.08001024680629996,1.4915080642253433
21-1021.00,"Child, Family, and School Social Workers",-0.584320342318842,0.46163411742208316,2.1108008639588998
21-1022.00,Healthcare Social Workers,-0.9533998480130345,0.05607652018243433,2.1213630632405027
21-1023.00,Mental Health and Substance Abuse Social Workers,-0.8969637410517793,0.531171144288108,1.6460145596953937
21-1091.00,Health Education Specialists,-0.7405264013706485,0.4576127083710308,1.6628354817022326
21-1092.00,Probation Officers and Correctional Treatment Specialists,-0.1848839594701295,0.11591399642556062,1.793746603699762
21-1093.00,Social and Human Service Assistants,-0.6687815255585334,-0.22078770006909382,1.6589958884634948
21-1094.00,Community Health Workers,-0.20632265092020857,0.3556415379906478,1.706259965000508
21-2011.00,Clergy,-1.1841422109088013,0.3434985386977153,1.65392067677486
21-2021.00,"Directors, Religious Activities and Education",-1.1168065704196288,0.33487914200243557,0.8932395790034545
23-1011.00,Lawyers,-1.2873153058414204,0.9377447902074876,0.6202858523159654
23-1012.00,Judicial Law Clerks,-1.8754051013718847,-0.6928155241669811,-0.7704294116827073
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",-1.450041180613577,0.12979353385564973,0.201594302617258
23-1022.00,"Arbitrators, Mediators, and Conciliators",-1.523138885048204,0.06227106641549329,-0.36471269518100935
23-1023.00,"Judges, Magistrate Judges, and Magistrates",-1.320967303893511,0.5950394856956852,0.8555029682841321
23-2011.00,Paralegals and Legal Assistants,-1.5759490639711229,-0.5917125256452805,-0.32800503694746364
23-2093.00,"Title Examiners, Abstractors, and Searchers",-1.3155428472699133,-0.58726547405375,-0.7415024084959702
25-1011.00,"Business Teachers, Postsecondary",-1.6197650818809313,0.1744524113325799,0.06365654372687377
25-1021.00,"Computer Science Teachers, Postsecondary",-1.1269712478358715,0.9307669268949943,-0.2993383101025471
25-1022.00,"Mathematical Science Teachers, Postsecondary",-1.6112744976928564,0.009464782119449434,-0.6024465138200011
25-1031.00,"Architecture Teachers, Postsecondary",-0.7859697006786844,1.182792799965974,0.002110735335057259
25-1032.00,"Engineering Teachers, Postsecondary",-0.8606340220177554,1.1918396183282607,-0.9649282280733239
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",-0.5477681273235452,0.9729940717911649,0.5654535061082769
25-1042.00,"Biological Science Teachers, Postsecondary",-0.9101361413223553,0.8924297856447059,0.23151903707446106
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",-0.4946426778545003,0.9553617478925157,0.44498800212315404
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",-1.048618030956751,0.6498774466131274,-0.06777261866855638
25-1052.00,"Chemistry Teachers, Postsecondary",-0.8598953048727246,0.8127651655298386,-0.3087138158158559
25-1053.00,"Environmental Science Teachers, Postsecondary",-0.910098206403005,0.7814059204072747,-0.06996020475412493
25-1054.00,"Physics Teachers, Postsecondary",-0.8450340341147641,0.8835028959864322,-0.6747430542464179
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",-1.1352358257596369,0.7864331544118137,0.8524732572756089
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",-1.5210783518775661,0.22931186969207723,0.6374408068072815
25-1063.00,"Economics Teachers, Postsecondary",-1.6786839094610506,0.08087979746446486,-0.5986133542694476
25-1064.00,"Geography Teachers, Postsecondary",-1.4572949361696335,0.3537856142241369,-0.1596113500192475
25-1065.00,"Political Science Teachers, Postsecondary",-1.8623693652903985,-0.1748160285057682,0.2816151051555177
25-1066.00,"Psychology Teachers, Postsecondary",-1.4879136301378193,0.41875233266656936,0.603587833505087
25-1067.00,"Sociology Teachers, Postsecondary",-1.7207722112848116,0.16532613039602334,0.29220857681154583
25-1071.00,"Health Specialties Teachers, Postsecondary",-0.763277081012096,0.7420548791477664,0.7581398823275486
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",-0.2633632267676129,0.9885571496339024,1.63408563046709
25-1081.00,"Education Teachers, Postsecondary",-1.3624711670237513,0.3591365930355146,0.743414806842782
25-1082.00,"Library Science Teachers, Postsecondary",-1.4620961862161392,0.41447980107282306,0.1942876665810226
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",-1.4141446668364241,0.04578716087296212,0.6603781449251797
25-1112.00,"Law Teachers, Postsecondary",-1.7891174288107976,0.04910192504509196,0.07050891991201874
25-1113.00,"Social Work Teachers, Postsecondary",-1.468521938039183,0.4831883286653154,0.8973712654786841
